neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews
Brooklyn,Park Slope,Entire home/apt,175,1,0
Queens,Woodside,Entire home/apt,120,1,85
Queens,Long Island City,Private room,64,4,23
Manhattan,East Harlem,Private room,69,3,0
Manhattan,Battery Park City,Private room,150,3,0
Queens,Jackson Heights,Private room,75,1,102
Queens,Astoria,Private room,69,1,0
Brooklyn,Williamsburg,Entire home/apt,225,2,21
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,200,5,0
Brooklyn,Boerum Hill,Entire home/apt,150,13,0
Brooklyn,Bedford-Stuyvesant,Private room,44,2,31
Brooklyn,Greenpoint,Private room,45,2,85
Manhattan,Little Italy,Private room,110,1,166
Queens,Jackson Heights,Private room,77,1,1
Brooklyn,Bushwick,Entire home/apt,120,2,1
Manhattan,Kips Bay,Private room,120,1,1
Manhattan,Financial District,Entire home/apt,155,30,1
Manhattan,West Village,Entire home/apt,115,29,26
Manhattan,Gramercy,Entire home/apt,350,1,0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,115,2,5
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,399,3,129
Manhattan,Lower East Side,Entire home/apt,220,2,3
Manhattan,Midtown,Private room,260,2,1
Bronx,Norwood,Private room,29,2,1
Queens,Astoria,Private room,38,30,7
Brooklyn,Bedford-Stuyvesant,Private room,40,3,1
Manhattan,Chelsea,Private room,155,2,7
Manhattan,Lower East Side,Entire home/apt,200,4,16
Brooklyn,Windsor Terrace,Entire home/apt,138,5,1
Manhattan,Upper West Side,Entire home/apt,200,30,0
Brooklyn,Clinton Hill,Private room,90,2,32
Brooklyn,Williamsburg,Private room,43,1,36
Manhattan,East Harlem,Entire home/apt,150,2,39
Manhattan,Chelsea,Entire home/apt,280,30,3
Manhattan,Morningside Heights,Entire home/apt,195,2,1
Manhattan,Nolita,Entire home/apt,399,5,29
Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,2,17
Manhattan,West Village,Entire home/apt,225,2,185
Manhattan,Upper East Side,Entire home/apt,128,4,12
Brooklyn,Williamsburg,Private room,80,10,5
Brooklyn,East New York,Private room,40,1,7
Manhattan,Harlem,Private room,125,6,3
Manhattan,Upper East Side,Entire home/apt,400,14,0
Brooklyn,Bath Beach,Private room,49,2,1
Brooklyn,Prospect Heights,Entire home/apt,2103,1,0
Manhattan,Midtown,Entire home/apt,235,2,4
Queens,Rockaway Beach,Private room,85,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,7,1
Bronx,Norwood,Private room,45,1,18
Manhattan,Midtown,Entire home/apt,160,30,4
Manhattan,Midtown,Entire home/apt,1100,2,20
Brooklyn,Bensonhurst,Entire home/apt,121,2,24
Manhattan,Midtown,Entire home/apt,349,4,32
Brooklyn,Williamsburg,Private room,60,1,1
Manhattan,Harlem,Entire home/apt,125,5,15
Manhattan,Harlem,Entire home/apt,150,2,21
Manhattan,Hell's Kitchen,Private room,99,3,12
Manhattan,Harlem,Entire home/apt,200,1,78
Brooklyn,Bushwick,Private room,75,3,0
Manhattan,Lower East Side,Private room,150,2,32
Brooklyn,Bushwick,Private room,65,3,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,1,26
Queens,Flushing,Private room,40,7,19
Manhattan,Upper East Side,Entire home/apt,250,31,0
Manhattan,West Village,Entire home/apt,325,3,8
Brooklyn,Carroll Gardens,Entire home/apt,199,2,6
Manhattan,Harlem,Entire home/apt,100,2,18
Brooklyn,Park Slope,Entire home/apt,100,4,7
Manhattan,Hell's Kitchen,Entire home/apt,189,3,4
Manhattan,Chelsea,Entire home/apt,360,3,28
Manhattan,East Village,Entire home/apt,125,2,2
Brooklyn,Sunset Park,Entire home/apt,185,30,2
Bronx,City Island,Entire home/apt,600,1,0
Queens,Flushing,Private room,50,1,71
Brooklyn,Kensington,Entire home/apt,175,7,0
Brooklyn,Bedford-Stuyvesant,Private room,59,1,0
Brooklyn,Downtown Brooklyn,Private room,100,75,6
Manhattan,East Harlem,Private room,50,1,0
Manhattan,Harlem,Entire home/apt,175,5,1
Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,2,51
Brooklyn,Greenpoint,Private room,61,1,5
Manhattan,East Village,Private room,124,2,11
Brooklyn,Boerum Hill,Entire home/apt,126,5,0
Manhattan,East Harlem,Private room,80,1,16
Brooklyn,Williamsburg,Private room,100,1,0
Manhattan,Harlem,Entire home/apt,100,1,3
Manhattan,Upper East Side,Private room,250,1,60
Manhattan,Midtown,Entire home/apt,175,7,1
Manhattan,East Village,Entire home/apt,99,30,0
Manhattan,Financial District,Entire home/apt,170,30,3
Brooklyn,Greenpoint,Private room,45,17,0
Brooklyn,Bushwick,Entire home/apt,99,30,13
Manhattan,Upper East Side,Entire home/apt,175,2,0
Brooklyn,Bay Ridge,Private room,50,2,1
Manhattan,West Village,Entire home/apt,334,30,0
Brooklyn,Gowanus,Private room,129,1,28
Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,1,5
Manhattan,East Harlem,Entire home/apt,300,2,1
Manhattan,Chelsea,Entire home/apt,145,6,2
Staten Island,Emerson Hill,Private room,80,2,2
Brooklyn,Williamsburg,Private room,68,5,5
Brooklyn,Clinton Hill,Private room,95,30,46
Queens,Jackson Heights,Private room,40,2,2
Manhattan,Lower East Side,Private room,150,1,2
Manhattan,Theater District,Private room,180,2,1
Queens,Astoria,Private room,55,1,0
Manhattan,West Village,Entire home/apt,200,4,10
Manhattan,Financial District,Private room,102,1,0
Brooklyn,Canarsie,Entire home/apt,90,3,44
Brooklyn,Williamsburg,Private room,90,1,1
Bronx,Woodlawn,Shared room,70,2,2
Manhattan,Hell's Kitchen,Entire home/apt,200,35,0
Brooklyn,Crown Heights,Entire home/apt,100,2,9
Manhattan,Murray Hill,Private room,120,1,36
Manhattan,Gramercy,Entire home/apt,150,3,16
Manhattan,Harlem,Private room,55,90,0
Queens,Woodhaven,Private room,55,4,0
Queens,Jamaica,Private room,70,1,41
Manhattan,Upper East Side,Entire home/apt,110,1,3
Brooklyn,Flatbush,Private room,93,30,1
Brooklyn,Windsor Terrace,Private room,60,1,19
Staten Island,Huguenot,Entire home/apt,75,2,20
Brooklyn,Bushwick,Private room,80,1,0
Brooklyn,Crown Heights,Private room,60,30,21
Staten Island,St. George,Private room,50,1,12
Manhattan,East Village,Entire home/apt,215,1,76
Manhattan,Murray Hill,Entire home/apt,350,5,0
Brooklyn,Williamsburg,Entire home/apt,180,14,27
Manhattan,Upper West Side,Entire home/apt,190,4,4
Brooklyn,Greenpoint,Private room,100,1,11
Manhattan,SoHo,Private room,70,30,0
Manhattan,Harlem,Entire home/apt,140,2,322
Brooklyn,Carroll Gardens,Entire home/apt,147,6,14
Brooklyn,Bedford-Stuyvesant,Private room,62,2,18
Brooklyn,Williamsburg,Private room,70,1,33
Bronx,Concourse Village,Private room,50,1,21
Brooklyn,Williamsburg,Entire home/apt,129,4,5
Bronx,Parkchester,Private room,75,3,0
Queens,Flushing,Private room,38,1,16
Manhattan,Financial District,Entire home/apt,376,2,10
Brooklyn,Williamsburg,Entire home/apt,190,2,1
Brooklyn,Brooklyn Heights,Private room,115,1,0
Manhattan,Gramercy,Private room,115,4,0
Manhattan,East Harlem,Private room,80,1,15
Manhattan,Washington Heights,Entire home/apt,125,5,2
Manhattan,Chelsea,Entire home/apt,124,30,4
Manhattan,Chinatown,Entire home/apt,200,2,0
Brooklyn,Prospect Heights,Entire home/apt,295,3,182
Brooklyn,Bedford-Stuyvesant,Entire home/apt,170,5,53
Staten Island,Tompkinsville,Private room,47,1,20
Manhattan,Morningside Heights,Private room,150,1,13
Queens,Long Island City,Shared room,38,1,0
Bronx,Longwood,Private room,75,2,110
Manhattan,Upper West Side,Private room,50,1,1
Brooklyn,Williamsburg,Entire home/apt,99,4,16
Manhattan,Upper West Side,Entire home/apt,125,30,5
Manhattan,Washington Heights,Private room,80,1,3
Manhattan,Hell's Kitchen,Entire home/apt,107,30,8
Manhattan,Midtown,Entire home/apt,200,2,0
Brooklyn,Bushwick,Entire home/apt,89,3,14
Brooklyn,Bedford-Stuyvesant,Private room,60,3,0
Brooklyn,Williamsburg,Private room,66,5,3
Manhattan,Little Italy,Entire home/apt,202,1,0
Manhattan,Hell's Kitchen,Entire home/apt,320,1,0
Brooklyn,Flatbush,Entire home/apt,95,7,22
Manhattan,Hell's Kitchen,Entire home/apt,120,5,0
Queens,Ridgewood,Entire home/apt,139,5,3
Manhattan,Harlem,Entire home/apt,105,24,2
Manhattan,Midtown,Private room,80,5,2
Brooklyn,Williamsburg,Entire home/apt,150,2,198
Brooklyn,Crown Heights,Entire home/apt,120,5,3
Manhattan,Upper West Side,Private room,120,1,0
Manhattan,Harlem,Entire home/apt,183,2,3
Brooklyn,East Flatbush,Private room,44,4,24
Manhattan,Upper East Side,Private room,140,3,118
Manhattan,Upper East Side,Private room,50,1,2
Manhattan,West Village,Entire home/apt,325,2,0
Manhattan,Financial District,Entire home/apt,221,2,10
Manhattan,Hell's Kitchen,Entire home/apt,239,30,1
Manhattan,Harlem,Private room,110,2,20
Manhattan,Lower East Side,Entire home/apt,180,1,5
Brooklyn,Clinton Hill,Entire home/apt,143,2,22
Manhattan,Hell's Kitchen,Entire home/apt,350,2,3
Manhattan,Financial District,Private room,120,2,11
Brooklyn,Greenpoint,Entire home/apt,195,7,0
Brooklyn,Bedford-Stuyvesant,Private room,40,1,0
Manhattan,Midtown,Private room,299,1,8
Queens,St. Albans,Entire home/apt,35,1,63
Manhattan,Midtown,Entire home/apt,275,2,16
Manhattan,Harlem,Private room,140,2,44
Brooklyn,Williamsburg,Private room,45,3,1
Manhattan,East Harlem,Private room,50,30,1
Queens,Woodhaven,Private room,69,3,28
Brooklyn,Red Hook,Entire home/apt,450,1,5
Manhattan,Lower East Side,Private room,79,9,5
Brooklyn,Williamsburg,Entire home/apt,135,7,9
Manhattan,Chelsea,Entire home/apt,1000,2,95
Brooklyn,Bedford-Stuyvesant,Entire home/apt,132,3,120
Brooklyn,Fort Greene,Entire home/apt,95,3,1
Manhattan,Upper East Side,Entire home/apt,175,4,0
Manhattan,Hell's Kitchen,Entire home/apt,169,10,6
Brooklyn,Bedford-Stuyvesant,Private room,50,1,0
Brooklyn,Gowanus,Private room,70,30,0
Brooklyn,Crown Heights,Private room,60,2,147
Manhattan,East Village,Entire home/apt,250,2,29
Brooklyn,Crown Heights,Private room,60,2,1
Manhattan,Hell's Kitchen,Private room,69,4,0
Queens,Flushing,Private room,35,1,0
Manhattan,Hell's Kitchen,Entire home/apt,99,30,12
Manhattan,Upper East Side,Private room,149,10,2
Manhattan,Chelsea,Entire home/apt,180,2,146
Queens,Corona,Shared room,37,1,6
Brooklyn,Bedford-Stuyvesant,Private room,45,2,14
Brooklyn,Sunset Park,Entire home/apt,105,7,3
Queens,Long Island City,Private room,54,1,73
Manhattan,Greenwich Village,Entire home/apt,183,1,173
Manhattan,Upper West Side,Entire home/apt,120,30,1
Brooklyn,Greenpoint,Entire home/apt,200,7,1
Manhattan,East Village,Entire home/apt,120,5,0
Manhattan,Upper East Side,Private room,80,9,3
Brooklyn,Bensonhurst,Entire home/apt,45,2,28
Brooklyn,Crown Heights,Private room,99,1,74
Brooklyn,Crown Heights,Entire home/apt,90,3,20
Brooklyn,Bensonhurst,Private room,40,2,2
Manhattan,Washington Heights,Entire home/apt,140,1,22
Queens,Sunnyside,Shared room,30,3,0
Manhattan,Chelsea,Entire home/apt,175,3,2
Manhattan,Washington Heights,Private room,39,7,13
Queens,Woodside,Entire home/apt,79,30,0
Staten Island,Concord,Private room,35,4,19
Queens,Astoria,Entire home/apt,90,3,14
Brooklyn,Williamsburg,Entire home/apt,275,5,3
Bronx,Norwood,Private room,26,30,24
Manhattan,Hell's Kitchen,Entire home/apt,199,15,1
Queens,Flushing,Private room,48,1,74
Manhattan,Midtown,Entire home/apt,204,29,0
Queens,Long Island City,Private room,90,3,1
Manhattan,Midtown,Entire home/apt,300,1,0
Queens,Whitestone,Entire home/apt,250,2,6
Brooklyn,East New York,Entire home/apt,150,1,13
Manhattan,Harlem,Private room,53,5,8
Manhattan,Chelsea,Entire home/apt,400,5,0
Manhattan,East Village,Private room,110,4,12
Manhattan,Lower East Side,Private room,55,7,1
Brooklyn,Bedford-Stuyvesant,Private room,75,1,2
Manhattan,Lower East Side,Entire home/apt,175,2,11
Manhattan,Upper West Side,Private room,120,4,2
Brooklyn,Williamsburg,Entire home/apt,250,2,24
Brooklyn,Prospect Heights,Private room,40,1,73
Brooklyn,Williamsburg,Entire home/apt,146,4,58
Manhattan,Upper West Side,Private room,60,5,0
Brooklyn,Bushwick,Private room,46,30,29
Manhattan,Harlem,Private room,62,1,7
Queens,Ridgewood,Entire home/apt,120,2,2
Manhattan,East Harlem,Private room,75,2,45
Manhattan,Harlem,Entire home/apt,195,7,28
Brooklyn,Bedford-Stuyvesant,Entire home/apt,90,6,1
Brooklyn,Flatlands,Entire home/apt,110,3,6
Queens,Astoria,Private room,30,1,0
Brooklyn,Fort Greene,Entire home/apt,165,2,16
Brooklyn,Bushwick,Private room,50,30,1
Brooklyn,Bushwick,Private room,49,4,4
Brooklyn,Williamsburg,Entire home/apt,199,2,31
Manhattan,Greenwich Village,Entire home/apt,195,3,9
Manhattan,Upper West Side,Private room,124,1,0
Brooklyn,Park Slope,Entire home/apt,995,2,43
Brooklyn,Bushwick,Private room,80,1,1
Queens,Astoria,Private room,54,2,1
Manhattan,Harlem,Private room,45,1,60
Queens,Maspeth,Private room,40,1,2
Manhattan,Hell's Kitchen,Private room,115,4,1
Brooklyn,Bushwick,Entire home/apt,60,14,0
Brooklyn,Bay Ridge,Entire home/apt,200,1,2
Brooklyn,Bushwick,Private room,55,2,1
Brooklyn,Bensonhurst,Private room,70,2,24
Brooklyn,Bedford-Stuyvesant,Private room,43,4,10
Queens,Arverne,Entire home/apt,275,2,0
Manhattan,East Village,Entire home/apt,302,30,0
Staten Island,Bull's Head,Private room,25,1,34
Manhattan,Murray Hill,Entire home/apt,200,29,0
Brooklyn,Williamsburg,Private room,100,30,5
Brooklyn,Bushwick,Private room,70,2,2
Manhattan,Harlem,Private room,90,3,3
Manhattan,Harlem,Private room,80,5,4
Manhattan,Chelsea,Private room,120,4,0
Queens,Flushing,Private room,38,1,66
Queens,Sunnyside,Entire home/apt,100,30,2
Brooklyn,Greenpoint,Entire home/apt,143,1,0
Brooklyn,East Flatbush,Entire home/apt,135,2,26
Brooklyn,Williamsburg,Entire home/apt,195,4,7
Manhattan,Greenwich Village,Entire home/apt,395,2,0
Brooklyn,Bedford-Stuyvesant,Private room,55,1,40
Manhattan,Upper East Side,Private room,70,4,1
Queens,Long Island City,Private room,50,1,0
Manhattan,SoHo,Entire home/apt,385,3,1
Manhattan,Gramercy,Private room,150,2,57
Brooklyn,Williamsburg,Private room,60,2,14
Manhattan,Midtown,Entire home/apt,295,1,0
Manhattan,Upper West Side,Entire home/apt,250,2,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,68,30,14
Brooklyn,East Flatbush,Entire home/apt,165,1,216
Manhattan,Upper West Side,Private room,92,1,0
Brooklyn,Williamsburg,Private room,80,2,9
Brooklyn,Williamsburg,Entire home/apt,450,5,15
Manhattan,West Village,Entire home/apt,250,2,1
Manhattan,Little Italy,Entire home/apt,150,7,10
Manhattan,East Harlem,Entire home/apt,450,1,12
Bronx,Norwood,Private room,65,1,0
Queens,Jamaica,Private room,55,2,19
Bronx,Spuyten Duyvil,Private room,60,3,8
Manhattan,Inwood,Private room,75,5,0
Brooklyn,Crown Heights,Entire home/apt,73,2,4
Manhattan,Battery Park City,Private room,71,14,0
Manhattan,Midtown,Private room,300,5,0
Queens,Astoria,Private room,50,2,18
Queens,Forest Hills,Entire home/apt,100,14,0
Manhattan,Theater District,Entire home/apt,200,30,11
Manhattan,Nolita,Private room,95,4,25
Manhattan,Harlem,Private room,179,1,2
Brooklyn,Bedford-Stuyvesant,Entire home/apt,300,2,2
Manhattan,Upper West Side,Entire home/apt,185,1,1
Manhattan,Lower East Side,Private room,99,2,22
Brooklyn,Williamsburg,Private room,50,4,0
Manhattan,Upper West Side,Entire home/apt,260,30,7
Brooklyn,Park Slope,Private room,100,3,81
Manhattan,East Village,Entire home/apt,275,2,70
Queens,Sunnyside,Private room,72,3,9
Manhattan,Hell's Kitchen,Entire home/apt,179,6,1
Brooklyn,Williamsburg,Entire home/apt,250,3,4
Staten Island,West Brighton,Private room,37,2,25
Manhattan,Harlem,Entire home/apt,125,20,0
Brooklyn,Bushwick,Private room,35,1,5
Queens,Elmhurst,Private room,50,1,21
Brooklyn,Williamsburg,Entire home/apt,49,7,0
Manhattan,Harlem,Private room,60,2,8
Queens,East Elmhurst,Private room,51,1,65
Manhattan,Two Bridges,Private room,85,1,6
Manhattan,Hell's Kitchen,Entire home/apt,400,4,17
Manhattan,Morningside Heights,Private room,100,1,17
Manhattan,Chelsea,Entire home/apt,288,3,44
Brooklyn,Williamsburg,Entire home/apt,215,1,5
Manhattan,Hell's Kitchen,Entire home/apt,399,30,0
Brooklyn,Crown Heights,Entire home/apt,120,30,14
Brooklyn,Bushwick,Private room,65,1,0
Queens,Long Island City,Entire home/apt,125,3,54
Brooklyn,Carroll Gardens,Private room,50,2,2
Bronx,Allerton,Private room,49,2,42
Manhattan,East Village,Entire home/apt,100,1,11
Manhattan,Upper East Side,Private room,80,1,29
Brooklyn,Bedford-Stuyvesant,Private room,41,1,15
Manhattan,Midtown,Entire home/apt,239,30,0
Manhattan,Harlem,Private room,29,3,27
Bronx,Van Nest,Shared room,20,14,1
Brooklyn,East New York,Entire home/apt,124,2,34
Manhattan,Harlem,Private room,60,1,229
Manhattan,West Village,Private room,115,1,3
Brooklyn,Brooklyn Heights,Entire home/apt,160,1,17
Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,3,6
Brooklyn,Bushwick,Private room,50,7,0
Manhattan,Gramercy,Shared room,70,3,3
Manhattan,Financial District,Entire home/apt,160,2,3
Manhattan,East Village,Entire home/apt,120,4,5
Manhattan,Hell's Kitchen,Entire home/apt,185,30,6
Manhattan,Chinatown,Private room,110,1,175
Manhattan,Upper West Side,Private room,53,1,39
Brooklyn,Bedford-Stuyvesant,Private room,35,2,10
Brooklyn,Clinton Hill,Entire home/apt,125,2,0
Manhattan,Hell's Kitchen,Private room,99,1,83
Manhattan,Kips Bay,Entire home/apt,150,30,0
Manhattan,East Harlem,Private room,85,1,6
Manhattan,Upper West Side,Entire home/apt,145,12,1
Bronx,Schuylerville,Private room,40,4,35
Brooklyn,Crown Heights,Entire home/apt,289,1,0
Brooklyn,Brooklyn Heights,Entire home/apt,300,3,10
Brooklyn,Sunset Park,Private room,150,1,0
Brooklyn,Bedford-Stuyvesant,Private room,100,1,54
Brooklyn,South Slope,Private room,79,14,9
Manhattan,Chelsea,Entire home/apt,1495,1,11
Brooklyn,Bedford-Stuyvesant,Private room,50,7,2
Manhattan,East Village,Entire home/apt,133,3,3
Manhattan,East Village,Entire home/apt,73,30,100
Brooklyn,Bushwick,Private room,99,3,0
Queens,Rego Park,Private room,50,1,34
Brooklyn,East Flatbush,Entire home/apt,100,3,41
Manhattan,Chelsea,Entire home/apt,299,3,0
Manhattan,Washington Heights,Entire home/apt,350,3,0
Brooklyn,Williamsburg,Shared room,60,1,1
Manhattan,SoHo,Private room,150,1,0
Queens,Flushing,Private room,89,1,4
Brooklyn,Bushwick,Private room,55,2,1
Manhattan,Washington Heights,Private room,60,2,73
Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,1,37
Manhattan,Hell's Kitchen,Shared room,69,1,17
Manhattan,Financial District,Entire home/apt,200,4,1
Manhattan,Lower East Side,Private room,79,1,259
Queens,South Ozone Park,Private room,69,1,91
Manhattan,Harlem,Private room,60,1,245
Brooklyn,Prospect Heights,Private room,65,1,16
Manhattan,East Village,Entire home/apt,299,2,63
Manhattan,Hell's Kitchen,Entire home/apt,350,1,10
Brooklyn,Flatbush,Private room,62,1,73
Manhattan,Hell's Kitchen,Shared room,70,1,50
Manhattan,Kips Bay,Entire home/apt,280,1,4
Manhattan,Chelsea,Private room,89,2,1
Brooklyn,Bushwick,Private room,60,1,0
Manhattan,Harlem,Private room,55,5,2
Manhattan,Upper West Side,Private room,60,30,1
Manhattan,Upper West Side,Private room,119,4,7
Brooklyn,Bedford-Stuyvesant,Private room,90,3,1
Brooklyn,Williamsburg,Private room,59,2,2
Manhattan,Hell's Kitchen,Entire home/apt,170,3,26
Manhattan,Washington Heights,Private room,28,20,0
Brooklyn,Bensonhurst,Private room,39,7,12
Brooklyn,Bushwick,Private room,37,5,0
Manhattan,Hell's Kitchen,Entire home/apt,189,29,0
Brooklyn,Williamsburg,Entire home/apt,100,90,1
Brooklyn,Greenpoint,Entire home/apt,133,2,12
Manhattan,Midtown,Entire home/apt,585,30,1
Staten Island,Arrochar,Private room,32,4,26
Manhattan,Harlem,Private room,88,30,0
Manhattan,East Village,Private room,90,5,109
Brooklyn,Bushwick,Private room,55,1,16
Manhattan,Harlem,Entire home/apt,115,30,0
Brooklyn,Bushwick,Private room,64,30,0
Manhattan,East Village,Private room,67,1,6
Queens,Jamaica Hills,Private room,50,1,4
Manhattan,Lower East Side,Entire home/apt,195,2,1
Manhattan,Hell's Kitchen,Entire home/apt,425,3,3
Manhattan,Upper East Side,Entire home/apt,118,30,4
Brooklyn,Sunset Park,Entire home/apt,180,2,19
Manhattan,Midtown,Private room,150,1,8
Manhattan,Theater District,Entire home/apt,240,30,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,3,75
Brooklyn,Williamsburg,Entire home/apt,105,15,30
Manhattan,Harlem,Entire home/apt,94,1,23
Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,2,32
Manhattan,Midtown,Entire home/apt,247,5,25
Manhattan,Midtown,Entire home/apt,110,200,92
Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,2,5
Brooklyn,Downtown Brooklyn,Entire home/apt,150,3,68
Brooklyn,Sunset Park,Entire home/apt,400,2,3
Manhattan,East Village,Entire home/apt,129,1,96
Brooklyn,Crown Heights,Entire home/apt,300,2,13
Brooklyn,Greenpoint,Entire home/apt,200,1,2
Manhattan,East Harlem,Entire home/apt,100,2,16
Brooklyn,Bedford-Stuyvesant,Private room,55,5,4
Manhattan,Harlem,Private room,36,1,1
Brooklyn,Prospect Heights,Private room,75,2,4
Brooklyn,Downtown Brooklyn,Entire home/apt,250,2,8
Brooklyn,Prospect-Lefferts Gardens,Private room,50,12,2
Brooklyn,Red Hook,Entire home/apt,150,10,2
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,100,1,15
Manhattan,Chelsea,Entire home/apt,109,30,0
Manhattan,Nolita,Entire home/apt,250,1,0
